"id","institutioncode","collectioncode","catalognumber","gen_sp","subspecies","identifiedby","latitude","longitude"
2211,"NY","NY","390325","Calliandra asplenioides",NA,"RC Barneby",-12.4222,-40.5592
2212,"NY","NY","00917495","Calliandra sessilis",NA,"RC Barneby",-17.0834535884557,-44.2085290390161
2215,"NY","NY","408579","Calliandra nebulosa",NA,"RC Barneby",-14.17,-42.53
2224,"NY","NY","00917571","Calliandra asplenioides",NA,"RC Barneby",-17.0684541688631,-43.309069193446
2226,"NY","NY","390248","Calliandra luetzelburgii",NA,"GP Lewis",-13.53,-41.97
2227,"NY","NY","00917346","Calliandra dysantha","dysantha","RC Barneby",-14.096987445277,-46.3695671874648
2228,"NY","NY","632358","Calliandra asplenioides",NA,"GP Lewis",-13.28,-41.88
2229,"NY","NY","00917782","Calliandra parviflora",NA,"RC Barneby",-14.58557,-48.45
2230,"NY","NY","408628","Calliandra squarrosa",NA,"RC Barneby",-11.1844226250214,-40.5180837747994
2231,"NY","NY","00917796","Calliandra parviflora",NA,"RC Barneby",-15.612755,-56.043867
2232,"NY","NY","00924379","Calliandra linearis",NA,"RC Barneby",-19.5174009248309,-43.7449009914025
2233,"NY","NY","00917331","Calliandra dysantha","dysantha","RC Barneby",-19.5174009248309,-43.7449009914025
2235,"NY","NY","00924357","Calliandra linearis",NA,"RC Barneby",-19.388386,-43.539757
2236,"NY","NY","01112623","Calliandra bella",NA,"GP Lewis",-16.4192,-39.2022
2237,"NY","NY","00917307","Calliandra dysantha",NA,"GP Lewis",-16.4288,-43.2679
2247,"NY","NY","00917595","Calliandra asplenioides",NA,"RC Barneby",-18.55,-43.55
2249,"NY","NY","00917472","Calliandra sessilis",NA,"RC Barneby",-17.0834535884557,-44.2085290390161
2250,"NY","NY","00917511","Calliandra fasciculata",NA,"RC Barneby",-17.7612670946765,-44.172127456015
2251,"NY","NY","00917469","Calliandra sessilis",NA,"RC Barneby",-16.4288,-43.2679
2253,"NY","NY","00917715","Calliandra parvifolia",NA,"RC Barneby",-19.2781957066771,-44.4044451095298
2254,"NY","NY","408566","Calliandra mucugeana",NA,"RC Barneby",-13.2894732514244,-40.9508119601069
2255,"NY","NY","02423444","Calliandra concinna",NA,"LM Borges",-18.12478,-43.46911
2258,"NY","NY","408663","Calliandra viscidula",NA,"RC Barneby",-11.17,-40.52
2261,"NY","NY","01491903","Calliandra duckei",NA,"RC Barneby",-8.153969,-35.457142
2264,"NY","NY","00917427","Calliandra dysantha","dysantha","RC Barneby",-15.7834208090807,-47.9298726661488
2266,"NY","NY","00390112","Calliandra calycina",NA,"RC Barneby",-13.0092666818479,-41.3706393848679
2271,"NY","NY","390215","Calliandra hygrophila",NA,"GP Lewis",-13.0092666818479,-41.3706393848679
2273,"NY","NY","632367","Calliandra bahiana",NA,"GP Lewis",-13.37,-41.82
2274,"NY","NY","00917363","Calliandra dysantha","dysantha","RC Barneby",-15.87,-47.88
2275,"NY","NY","00917394","Calliandra dysantha","dysantha","RC Barneby",-15.7834208090807,-47.9298726661488
2277,"NY","NY","00917364","Calliandra dysantha","dysantha","RC Barneby",-15.7834208090807,-47.9298726661488
2280,"NY","NY","408669","Calliandra viscidula",NA,"RC Barneby",-11.1844226250214,-40.5180837747994
2281,"NY","NY","632366","Calliandra bahiana",NA,"GP Lewis",-13.28,-41.88
2283,"NY","NY","00390164","Calliandra erubescens",NA,"RC Barneby",-11.5539317677047,-41.1558252067773
2284,"NY","NY","1015321","Calliandra bella",NA,"GP Lewis",-14.33,-39.08
2287,"NY","NY","470990","Calliandra sessilis",NA,"RC Barneby",-13.582879880292,-41.8114683539125
2288,"NY","NY","00917526","Calliandra asplenioides",NA,"RC Barneby",-18.56465,-43.83445
2289,"NY","NY","632359","Calliandra asplenioides",NA,"GP Lewis",-13.32,-41.85
2291,"NY","NY","00390184","Calliandra fuscipila",NA,"RC Barneby",-13.582879880292,-41.8114683539125
2292,"NY","NY","00924106","Calliandra parviflora",NA,"RC Barneby",-14.73,-52.33
2294,"NY","NY","408593","Calliandra parvifolia",NA,"RC Barneby",-13.53,-41.82
