"id","institutioncode","collectioncode","catalognumber","gen_sp","subspecies","identifiedby","latitude","longitude","id_grid"
1971,"USP","SPF","228755","Vellozia_variabilis",NA,"R Mello-Silva",-20.147222,-43.924722,828
1981,"USP","SPF","228748","Vellozia_pumila",NA,"R Mello-Silva",-15.823333,-48.698333,500
1982,"USP","SPF","228768","Vellozia_variabilis",NA,"R Mello-Silva",-18.476944,-43.460556,708
1984,"USP","SPF","228778","Vellozia_aloifolia",NA,"R Mello-Silva",-18.432778,-43.475278,708
1995,"USP","SPF","228777","Vellozia_metzgerae",NA,"R Mello-Silva",-18.476944,-43.460556,708
1997,"USP","SPF","228742","Vellozia_furcata",NA,"R Mello-Silva",-13.4,-41.783333,351
2046,"JBRJ","RB","RB01408384","Vellozia_intermedia",NA,"R Mello-Silva",-18.254444,-43.511667,668
3107,"USP","SPF","226608","Barbacenia_gentianoides",NA,"R Mello-Silva",-19.244444,-43.544444,748
3113,"JBRJ","RB","RB01404025","Vellozia_resinosa",NA,"R Mello-Silva",-18.598055,-43.873333,708
3267,"MN","R","194750","Vellozia_stellata",NA,"R Mello-Silva",-13.25,-41.783333,351
3268,"MN","R","194747","Vellozia_furcata",NA,"R Mello-Silva",-13.216667,-41.75,351
3269,"MN","R","194749","Barbacenia_rubrovirens",NA,"R Mello-Silva",-18.223333,-43.605,668
3270,"MN","R","194751","Vellozia_froesii",NA,"R Mello-Silva",-13.3,-41.866667,351
3272,"MN","R","194748","Vellozia_variabilis",NA,"R Mello-Silva",-13.25,-41.9,351
3344,"MN","R","85780","Vellozia_epidendroides",NA,"LB Smith",-19.166667,-43.583333,748
3346,"MN","R","85781","Vellozia_intermedia",NA,"LB Smith",-19.166667,-43.583333,748
3347,"MN","R","85777","Vellozia_caruncularis",NA,"LB Smith",-19.166667,-43.583333,748
3531,"UEFS","HUEFS","244831","Vellozia_albiflora",NA,"R Mello-Silva",-17.926111,-43.903889,668
3598,"MA","MA","MA-01-00710305","Vellozia_hirsuta",NA,"R Mello-Silva",-17.0333,-43.3833,588
3630,"W","Herbarium W","2018-0010743","Vellozia_strangii",NA,"R Mello-Silva",-21.70058,-43.89969,908
3631,"W","Herbarium W","2018-0010742","Vellozia_epidendroides",NA,"R Mello-Silva",-18.944,-43.68167,748
3638,"UFU","HUFU","75472","Vellozia_caespitosa",NA,"R Mello-Silva",-18.232222,-43.3125,669
3667,"NY","NY","376255","Vellozia_tubiflora",NA,"R Mello-Silva",-13.1555700155626,-41.7728657096051,351
3668,"NY","NY","910026","Vellozia_spiralis",NA,"LB Smith",-20.1263,-43.492778,828
3669,"NY","NY","898645","Barbacenia_ignea",NA,"R Mello-Silva",-18.2531772779915,-43.6004898201051,668
3674,"NY","NY","898933","Vellozia_hirsuta",NA,"R Mello-Silva",-16.5631441886376,-42.889540899897,589
3675,"NY","NY","376228","Vellozia_hirsuta",NA,"R Mello-Silva",-17.0684541688631,-43.309069193446,589
3681,"NY","NY","910035","Vellozia_tragacantha",NA,"LB Smith",-18.4581810723501,-43.7407994499746,708
3685,"NY","NY","898793","Vellozia_glabra",NA,"R Mello-Silva",-18.2531772779915,-43.6004898201051,668
