country,major area,minor area,centroid (lat),centroid (long),distance (km)
Argentina,Misiones,San Pedro,-26.67411153,-53.94993421,56.5035472395
Argentina,Misiones,Veinticinco de Mayo,-27.378144,-54.63451568,33.7443202881
Argentina,Neuquén,Ñorquín,-37.63685241,-70.6814963,61.1556433815
Argentina,Neuquén,Añelo,-38.12677492,-69.01797535,91.8352719991
Argentina,Neuquén,Aluminé,-39.13707377,-71.06339677,49.3542363858
Argentina,Neuquén,Catán Lil,-39.49295803,-70.45693334,51.9475713224
Argentina,Neuquén,Chos Malal,-36.88366463,-70.27098889,87.7077269547
Argentina,Neuquén,Collón Curá,-40.06407255,-70.29440611,67.485903516
Argentina,Neuquén,Confluencia,-38.84317675,-68.81690685,70.9783451698
Argentina,Neuquén,Huiliches,-39.801518,-71.27002328,48.8324670634
Argentina,Neuquén,Lacar,-40.32379399,-71.19093089,58.5049513904
Argentina,Neuquén,Loncopué,-38.0708894,-70.32998307,66.1536198958
Argentina,Neuquén,Los Lagos,-40.78426876,-71.48732048,53.1224609604
Argentina,Neuquén,Minas,-36.85474744,-70.77457308,83.3433711538
Argentina,Neuquén,Pehuenches,-37.42600817,-69.37128972,105.7810911948
Argentina,Neuquén,Picún Leufú,-39.4175534,-69.45516563,51.6197622354
Argentina,Neuquén,Picunches,-38.57594738,-70.3912837,73.5815252901
Argentina,Neuquén,Zapala,-38.93320214,-69.86178067,59.2638652974
Argentina,Río Negro,Ñorquinco,-41.74055808,-70.39026763,88.3338513826
Argentina,Río Negro,Adolfo Alsina,-40.79178951,-63.76748749,85.9662382906
Argentina,Río Negro,Avellaneda,-39.41538069,-66.22027449,148.2092756894
Argentina,Río Negro,Bariloche,-41.50259938,-71.53117244,62.8581551693
Argentina,Río Negro,Conesa,-40.14585007,-64.30492852,86.8493755496
Argentina,Río Negro,El Cuy,-39.70234186,-68.4961683,178.9808606387
Argentina,Río Negro,General Roca,-38.53412927,-67.55078929,122.3802888
Argentina,Río Negro,Nueve de Julio,-40.92744685,-67.457712,130.4450153742
Argentina,Río Negro,Pichi Mahuida,-39.40022871,-64.40987554,101.2819255749
Argentina,Río Negro,Pilcaniyeu,-40.89402381,-70.47058183,126.8439141915
Argentina,Río Negro,San Antonio,-40.95322896,-65.36667585,120.4852359497
Argentina,Río Negro,Valcheta,-40.98145525,-66.31105274,126.3432799351
Argentina,Río Negro,Veinticinco de Mayo,-41.13354623,-68.90437685,118.0938000725
Argentina,Salta,Anta,-24.86689068,-63.83783825,117.5329503895
Argentina,Salta,Cachi,-25.04468232,-66.19471172,42.0413399183
Argentina,Salta,Cafayate,-26.13380924,-65.8515803,30.9183323166
Argentina,Salta,Capital,-24.90004702,-65.27181522,40.730161306
Argentina,Salta,Cerrillos,-24.99235444,-65.39797456,24.3210898181
Argentina,Salta,Chicoana,-25.14556187,-65.60873516,34.6047465557
Argentina,Salta,General Güemes,-24.77203093,-64.96884184,41.945841676
Argentina,Salta,General José de San Martín,-22.70928483,-63.65584406,103.5607092157
Argentina,Salta,Guachipas,-25.71453945,-65.44017007,49.9943683437
Argentina,Salta,Iruya,-22.79715998,-64.90935018,54.0540494453
Argentina,Salta,La Caldera,-24.56316389,-65.4401828,28.7002438749
Argentina,Salta,La Candelaria,-26.08598476,-65.16972892,36.7301797569
Argentina,Salta,La Poma,-24.09467156,-66.21473411,93.194418752
Argentina,Salta,La Viña,-25.43744434,-65.58146338,54.0170417352
Argentina,Salta,Los Andes,-24.6518291,-67.34451851,139.9435969168
Argentina,Salta,Metán,-25.41913143,-64.5751256,76.4499817966
Argentina,Salta,Molinos,-25.53038307,-66.45034156,59.0425356983
Argentina,Salta,Orán,-23.48842517,-64.15709376,121.228556179
Argentina,Salta,Rivadavia,-23.53015319,-62.83135481,198.1414639674
Argentina,Salta,Rosario de la Frontera,-25.86323451,-64.72831249,63.2071739802
Argentina,Salta,Rosario de Lerma,-24.5458829,-65.85372375,66.2092527179
Argentina,Salta,San Carlos,-25.81991784,-66.17059461,77.6217624971
Argentina,Salta,Santa Victoria,-22.3758344,-64.90844178,46.9311518243
Argentina,San Juan,Albardón,-31.20251502,-68.44877622,37.6127541904
Argentina,San Juan,Angaco,-31.18285186,-68.12292351,44.8044777404
Argentina,San Juan,Calingasta,-31.46622407,-69.83188435,131.5988834573
Argentina,San Juan,Capital,-31.62207011,-68.41138582,18.9431782903
Argentina,San Juan,Caucete,-31.50780997,-67.54318431,88.9470786572
Argentina,San Juan,Chimbas,-31.47809329,-68.5212645,10.3065123483
Argentina,San Juan,Iglesia,-29.61435176,-69.43359764,138.7892323509
Argentina,San Juan,Jáchal,-30.34916842,-68.43514234,109.4820557188
Argentina,San Juan,Pocito,-31.73912233,-68.58233699,20.7515891545
Argentina,San Juan,Rawson,-31.68020953,-68.46752954,20.727802059
Argentina,San Juan,Rivadavia,-31.5484907,-68.63826898,9.4076779471
Argentina,San Juan,San Martín,-31.51778362,-68.19920515,26.1227404295
Argentina,San Juan,Santa Lucía,-31.52006236,-68.46141585,5.3558005895
Argentina,San Juan,Sarmiento,-32.06252592,-68.70040088,42.970333599
Argentina,San Juan,Ullum,-31.0818004,-68.8841645,63.2803728662
Argentina,San Juan,Valle Fértil,-30.68718482,-67.5161185,127.7505013799
Argentina,San Juan,Veinticinco de Mayo,-31.98376975,-67.83901841,66.6498858112
Argentina,San Juan,Zonda,-31.62502925,-68.95820065,50.1476878426
Argentina,San Luis,Ayacucho,-32.19732237,-66.53176022,88.2051096351
Argentina,San Luis,Belgrano,-32.76702028,-66.71839253,66.5381282187
Argentina,San Luis,Chacabuco,-32.73923333,-65.19841089,45.8983700353
Argentina,San Luis,Coronel Pringles,-33.17872002,-65.91431422,59.7960970256
Argentina,San Luis,General Pedernera,-33.92820482,-65.54402003,111.4194547499
Argentina,San Luis,Gobernador Dupuy,-35.33441027,-65.83580313,107.4852082703
Argentina,San Luis,Junín,-32.21248955,-65.38321561,50.0865516413
Argentina,San Luis,La Capital,-33.81615279,-66.5248732,101.1317360124
Argentina,San Luis,Libertador General San Martín,-32.59474465,-65.69174317,40.7682948272
Argentina,Santa Cruz,Corpen Aike,-49.94808276,-69.43958187,138.6720049389
Argentina,Santa Cruz,Deseado,-47.33279955,-68.02653619,185.2551281344
Argentina,Santa Cruz,Güer Aike,-51.41432442,-70.55804852,182.7512357081
Argentina,Santa Cruz,Lago Argentino,-49.82411363,-72.03713515,141.6612978237
Argentina,Santa Cruz,Lago Buenos Aires,-46.83425506,-70.63055895,178.5705118508
Argentina,Santa Cruz,Magallanes,-48.84074113,-68.4649431,120.5474676658
Argentina,Santa Cruz,Rió Chico,-48.28957703,-71.11583214,142.6546968576
Argentina,Santa Fe,Belgrano,-32.60703861,-61.71583934,53.3006361763
Argentina,Santa Fe,Caseros,-33.21867299,-61.54026084,57.1259349171
Argentina,Santa Fe,Castellanos,-31.23077858,-61.66588076,68.1184566458
Argentina,Santa Fe,Constitución,-33.48573209,-60.8607198,61.1799934759
Argentina,Santa Fe,Garay,-31.05337031,-60.13587618,61.1756041209
Argentina,Santa Fe,General López,-33.9224388,-61.94196574,101.1678086199
Argentina,Santa Fe,General Obligado,-28.67372275,-59.52959837,97.6462221159
Argentina,Santa Fe,Iriondo,-32.70388866,-61.28243902,59.6803836356
Argentina,Santa Fe,La Capital,-31.48307868,-60.68194738,53.540055124
Argentina,Santa Fe,Las Colonias,-31.31933064,-61.12453594,78.6855545074
Argentina,Santa Fe,Nueve de Julio,-28.85194767,-61.40284289,119.8406930135
Argentina,Santa Fe,Rosario,-33.13199517,-60.70673587,37.9321669697
Argentina,Santa Fe,San Cristóbal,-30.2274366,-61.36453647,90.8372901544
Argentina,Santa Fe,San Javier,-30.1131059,-59.90430299,84.1551261794
Argentina,Santa Fe,San Jerónimo,-32.15873467,-61.05763902,49.5305606719
Argentina,Santa Fe,San Justo,-30.52948471,-60.50462472,76.5287225126
Argentina,Santa Fe,San Lorenzo,-32.94722283,-60.97362063,56.5557117453
Argentina,Santa Fe,San Martín,-32.01245535,-61.818379,53.4172132511
Argentina,Santa Fe,Vera,-28.96838131,-60.41701861,134.6417238551
Argentina,Santiago del Estero,Aguirre,-29.31365266,-62.53921118,70.6044185026
Argentina,Santiago del Estero,Alberdi,-26.53242552,-62.74235405,108.6206289295
Argentina,Santiago del Estero,Atamisqui,-28.69087311,-63.8826565,35.8651123763
Argentina,Santiago del Estero,Avellaneda,-28.56210522,-63.22314562,61.9804772976
Argentina,Santiago del Estero,Banda,-27.45021378,-64.22102721,51.2327589119
Argentina,Santiago del Estero,Belgrano,-29.0956778,-62.23010127,50.2532384299
Argentina,Santiago del Estero,Capital,-27.91001091,-64.44572204,36.0082654926
Argentina,Santiago del Estero,Choya,-28.77945042,-64.77738897,87.2619018725
Argentina,Santiago del Estero,Copo,-25.94660656,-62.75873835,122.8214928153
Argentina,Santiago del Estero,Figueroa,-27.3382611,-63.58527138,69.7721549666
Argentina,Santiago del Estero,General Taboada,-28.58505643,-62.35328456,79.8799355076
Argentina,Santiago del Estero,Guasayán,-27.98810418,-64.87914855,38.7427593652
Argentina,Santiago del Estero,Jiménez,-26.92598509,-64.30107245,76.4120646954
Argentina,Santiago del Estero,Juan Felipe Ibarra,-28.05845183,-62.55414264,99.5189474229
Argentina,Santiago del Estero,Loreto,-28.62254105,-64.3162031,49.5300625626
Argentina,Santiago del Estero,Mitre,-29.62093324,-62.76760173,54.9503423327
Argentina,Santiago del Estero,Moreno,-27.31097026,-62.46409759,95.4514312891
Argentina,Santiago del Estero,Ojo de Agua,-29.2999258,-64.02714021,90.7151523026
Argentina,Santiago del Estero,Pellegrini,-26.25711706,-64.11074066,63.0977751796
Argentina,Santiago del Estero,Quebrachos,-29.38893631,-63.37331421,70.0352436347
Argentina,Santiago del Estero,Rió Hondo,-27.49389556,-64.77639794,36.0597260458
Argentina,Santiago del Estero,Rivadavia,-30.01978734,-62.27917079,53.1339100321
Argentina,Santiago del Estero,Robles,-27.87378102,-63.93425501,29.4810709597
Argentina,Santiago del Estero,Salavina,-28.93605381,-63.33330178,44.3830740814
Argentina,Santiago del Estero,San Martín,-28.2016297,-63.87037416,34.2908650312
Argentina,Santiago del Estero,Sarmiento,-28.1092741,-63.47238507,41.4927249961
Argentina,Santiago del Estero,Silípica,-28.20491054,-64.30207957,30.6251334801
Argentina,Tierra del Fuego,Rió Grande,-54.01829527,-67.9063332,173.8596497359
Argentina,Tierra del Fuego,Ushuaia,-54.75167314,-66.72586882,188.2059627867
Argentina,Tucumán,Burruyacú,-26.52511214,-64.82307644,46.5491258579
Argentina,Tucumán,Capital,-26.8409942,-65.22423195,7.9639050372
Argentina,Tucumán,Chicligasta,-27.2611037,-65.81213538,38.8396711611
Argentina,Tucumán,Cruz Alta,-26.92317582,-64.98472461,27.7087021101
Argentina,Tucumán,Famaillá,-26.97596166,-65.4693458,21.1661491293
Argentina,Tucumán,Graneros,-27.70714178,-65.25777461,32.5108906463
Argentina,Tucumán,Juan B. Alberdi,-27.60295169,-65.78920696,27.1714139466
Argentina,Tucumán,La Cocha,-27.78789523,-65.60124042,24.8478912669
Argentina,Tucumán,Leales,-27.18729767,-65.09460842,33.7960856227
Argentina,Tucumán,Lules,-26.86748562,-65.42155128,25.3626658088
Argentina,Tucumán,Monteros,-27.10254399,-65.64138746,33.5303716096
Argentina,Tucumán,Rió Chico,-27.4367391,-65.7573651,22.9413937279
Argentina,Tucumán,Simoca,-27.42051681,-65.29979022,36.0046252666
Argentina,Tucumán,Tafí del Valle,-26.59600755,-65.87896402,56.4860886906
Argentina,Tucumán,Tafí Viejo,-26.6656725,-65.4553513,32.8300393199
Argentina,Tucumán,Trancas,-26.3477328,-65.40453231,42.4693268118
Argentina,Tucumán,Yerba Buena,-26.79657876,-65.34672028,10.0590906332
Bahamas,Acklins,NA,22.47742034,-73.99636356,88.7914951783
Bahamas,Berry Islands,NA,25.61804892,-77.82709337,26.6550249886
Bahamas,Biminis,NA,25.10312428,-79.43653207,294.2797060824
Bahamas,Black Point,NA,24.04984918,-76.36502596,39.8414837557
Bahamas,Cat Island,NA,24.35596758,-75.5032958,54.2180870037
Bahamas,Central Abaco,NA,26.44555091,-77.16701913,35.3979909485
Bahamas,Central Andros,NA,24.42060377,-77.9325828,30.5566443679
Bahamas,Central Eleuthera,NA,25.12323856,-76.16304128,14.6934545686
Bahamas,City of Freeport,NA,26.52018925,-78.64525914,5.6891158893
Bahamas,Crooked Island,NA,22.76449698,-74.16305516,67.4936698588
Bahamas,East Grand Bahama,NA,26.67171606,-78.14134335,45.953821489
Bahamas,Exuma,NA,23.66139575,-75.96129277,181.4510520608
Bahamas,Grand Cay,NA,27.22204869,-78.32035741,11.1074288353
Bahamas,Harbour Island,NA,25.5437326,-76.77110705,3.9998278285
Bahamas,Hope Town,NA,26.74326587,-77.32480339,100.4967981856
Bahamas,Inagua,NA,21.11137008,-73.32208135,61.4235493565
Bahamas,Long Island,NA,23.22261606,-75.07844548,57.5679222775
Bahamas,Mangrove Cay,NA,24.15040886,-77.76952051,21.1976505461
Bahamas,Mayaguana,NA,22.37441718,-72.96178845,41.8355179676
Bahamas,Moore's Island,NA,26.29116242,-77.56001033,7.6758373039
Bahamas,New Providence,NA,25.03500909,-77.39482109,47.060239587
Bahamas,North Abaco,NA,26.80563334,-77.52869382,43.4416983171
Bahamas,North Andros,NA,24.7670771,-78.09628069,62.8502487434
Bahamas,North Eleuthera,NA,25.42592971,-76.62205907,45.0556417866
Bahamas,Ragged Island,NA,22.38433458,-75.76270787,88.6676512119
Bahamas,Rum Cay,NA,23.69266464,-74.88426557,30.4551034613
Bahamas,San Salvador,NA,24.03679387,-74.49302249,14.0080109875
Bahamas,South Abaco,NA,26.04682863,-77.24371288,32.1301136266
Bahamas,South Andros,NA,23.92355723,-77.64880754,80.5658347502
Bahamas,South Eleuthera,NA,24.81177951,-76.20367028,23.3215639852
Bahamas,Spanish Wells,NA,25.51063834,-76.85100851,4.9369200065
Bahamas,West Grand Bahama,NA,26.62479181,-78.62036611,44.1954906546
Belize,Belize,NA,17.56129272,-88.38051335,117.2715185151
Belize,Cayo,NA,17.0099562,-88.8900871,72.0294237571
Belize,Corozal,NA,18.21948664,-88.28683968,49.7103621491
Belize,Orange Walk,NA,17.76916633,-88.80745964,59.4022744664
Belize,Stann Creek,NA,16.84481278,-88.46055924,74.1727859121
Belize,Toledo,NA,16.31278836,-88.87151885,68.90779341
Brazil,Acre,Acrelândia,-9.92878608,-66.93057363,37.5489139444
Brazil,Acre,Assis Brazil,-10.87442377,-70.16259514,81.3145192186
Brazil,Acre,Brasiléia,-10.76825376,-69.15011225,65.5891240514
Brazil,Acre,Bujari,-9.58609058,-68.20649291,51.862145165
Brazil,Acre,Capixaba,-10.47664105,-67.83720572,31.3142165303
Brazil,Acre,Cruzeiro do Sul,-8.06515024,-72.86715993,83.8863525416
Brazil,Acre,Epitaciolândia,-10.89937087,-68.41142128,43.0851870479
Brazil,Acre,Feijó,-9.0729056,-70.89498145,174.6402131114
Brazil,Acre,Jordão,-9.24272778,-71.91831297,77.1733071027
Brazil,Acre,Mâncio Lima,-7.50587406,-73.46213842,80.408838166
Brazil,Acre,Manoel Urbano,-9.46718357,-69.91874731,126.5411087031
Brazil,Acre,Marechal Thaumaturgo,-9.10790296,-72.5484941,80.1035011885
Brazil,Acre,Plácido de Castro,-10.24724489,-67.31728957,47.490983608
Brazil,Acre,Porto Acre,-9.62039226,-67.70052831,48.3029813218
Brazil,Acre,Porto Walter,-8.51646095,-72.71462652,69.3583293798
Brazil,Acre,Rio Branco,-10.05302263,-68.31503586,135.9919567883
Brazil,Acre,Rodrigues Alves,-7.82281308,-73.24339787,69.8195941307
Brazil,Acre,Santa Rosa do Purus,-9.42299169,-70.4074451,90.7625613723
Brazil,Acre,Sena Madureira,-9.85457654,-69.43882628,161.7063133539
Brazil,Acre,Senador Guiomard,-10.01111904,-67.40747587,48.8050323878
Brazil,Acre,Tarauacá,-8.31428042,-71.54348817,109.934411101
Brazil,Acre,Xapuri,-10.54281834,-68.5729894,99.4125167349
Brazil,Alagoas,Água Branca,-9.27323195,-37.90183817,19.2253502419
Brazil,Alagoas,Anadia,-9.66362572,-36.31259306,11.0120622112
Brazil,Alagoas,Arapiraca,-9.74877939,-36.64139062,18.4359535694
Brazil,Alagoas,Ataléia,-9.50527847,-36.07321034,21.4549717937
Brazil,Alagoas,Barra de São Miguel,-9.81215556,-35.94646954,10.1558468751
Brazil,Alagoas,Barra de Santo Antônio,-9.379461,-35.56005817,14.0123531255
Brazil,Alagoas,Batalha,-9.70638985,-37.10079145,13.6234649585
Brazil,Alagoas,Belém,-9.54845976,-36.49143421,6.6575748084
Brazil,Alagoas,Belo Monte,-9.8177902,-37.18784366,16.1240985037
Brazil,Alagoas,Boca da Mata,-9.66611569,-36.18120655,12.6260865975
Brazil,Alagoas,Branquinha,-9.22468764,-36.02878955,20.7045495237
Brazil,Alagoas,Cacimbinhas,-9.44589127,-36.9212478,13.9899640765
Brazil,Alagoas,Cajueiro,-9.38528647,-36.15697423,9.7246307534
Brazil,Alagoas,Campestre,-8.8863313,-35.54779103,7.9720670253
Brazil,Alagoas,Campo Alegre,-9.81448428,-36.28299359,14.0948868146
Brazil,Alagoas,Campo Grande,-9.96677899,-36.74590182,11.6725121147
Brazil,Alagoas,Canapi,-9.13125477,-37.53339248,18.9847554403
Brazil,Alagoas,Capela,-9.35815682,-36.09455074,18.6606539198
Brazil,Alagoas,Carneiros,-9.46641688,-37.36680065,10.7444486729
Brazil,Alagoas,Chã Preta,-9.24146758,-36.28761181,13.401599392
Brazil,Alagoas,Coité do Nóia,-9.62996712,-36.58200255,7.8242010202
Brazil,Alagoas,Colônia Leopoldina,-8.96188152,-35.7703962,15.7589421849
Brazil,Alagoas,Coqueiro Seco,-9.64229571,-35.80906099,6.6368679526
Brazil,Alagoas,Coruripe,-10.08013281,-36.22302447,25.6659692704
Brazil,Alagoas,Craíbas,-9.62945681,-36.78872431,12.8210237945
Brazil,Alagoas,Delmiro Gouveia,-9.39905514,-38.04941844,23.1893266164
Brazil,Alagoas,Dois Riachos,-9.38306067,-37.06982567,10.4410370193
Brazil,Alagoas,Estrela de Alagoas,-9.39099197,-36.76850392,15.2573010339
Brazil,Alagoas,Feira Grande,-9.89541763,-36.66007176,10.6930094333
Brazil,Alagoas,Feliz Deserto,-10.2892403,-36.33936759,7.9501033027
Brazil,Alagoas,Flexeiras,-9.2451638,-35.76267843,16.211226997
Brazil,Alagoas,Girau do Ponciano,-9.7893462,-36.84880186,20.6693493908
Brazil,Alagoas,Ibateguara,-8.95606796,-35.89985644,12.5859180545
Brazil,Alagoas,Igaci,-9.54370392,-36.68224262,17.7420027942
Brazil,Alagoas,Igreja Nova,-10.13998531,-36.62027016,17.6319393198
Brazil,Alagoas,Inhapi,-9.27237416,-37.69706233,17.5005406941
Brazil,Alagoas,Jacaré dos Homens,-9.65528328,-37.22862401,9.5127688129
Brazil,Alagoas,Jacuípe,-8.8847677,-35.44838268,12.29866157
Brazil,Alagoas,Japaratinga,-9.08267728,-35.29771038,8.2421511878
Brazil,Alagoas,Jaramataia,-9.65463308,-36.99552072,13.2873581915
Brazil,Alagoas,Joaquim Gomes,-9.09861853,-35.75871199,20.0271289909
Brazil,Alagoas,Jundiá,-8.96407947,-35.53726696,9.7805943637
Brazil,Alagoas,Junqueiro,-9.85774754,-36.44492506,14.8298554329
Brazil,Alagoas,Lagoa da Canoa,-9.80920877,-36.73037353,11.3217843455
Brazil,Alagoas,Limoeiro de Anadia,-9.73346309,-36.46720003,14.7102039677
Brazil,Alagoas,Maceió (capital),-9.5201162,-35.71033683,21.5236242247
Brazil,Alagoas,Major Isidoro,-9.54130037,-37.01012055,19.6426419834
Brazil,Alagoas,Mar Vermelho,-9.47377458,-36.37125561,10.0015797122
Brazil,Alagoas,Maragogi,-8.95147822,-35.2690168,13.6901881189
Brazil,Alagoas,Maravilha,-9.24001203,-37.3806522,20.1174854461
Brazil,Alagoas,Marechal deodoro,-9.71549532,-35.90586614,15.0690161637
Brazil,Alagoas,Maribondo,-9.55978332,-36.29768832,12.4759371291
Brazil,Alagoas,Mata Grande,-9.0581381,-37.76016563,27.399089456
Brazil,Alagoas,Matriz de Camaragibe,-9.10761234,-35.57267056,16.4994735312
Brazil,Alagoas,Messias,-9.34235185,-35.81204766,10.4312712414
Brazil,Alagoas,Minador do Negrão,-9.3378124,-36.86436043,8.9431307803
Brazil,Alagoas,Monteirópolis,-9.60091408,-37.29570608,8.3509200686
Brazil,Alagoas,Murici,-9.29358761,-35.93768199,23.5650656873
Brazil,Alagoas,Novo Lino,-8.95790449,-35.63656403,14.3996996516
Brazil,Alagoas,Olho d'Água das Flores,-9.53145336,-37.25866398,15.1529956118
Brazil,Alagoas,Olho d'Água do Casado,-9.43663329,-37.81587158,16.7147141541
Brazil,Alagoas,Olho d'Água Grande,-10.05587647,-36.79269107,8.9734740902
Brazil,Alagoas,Olivença,-9.49159162,-37.17216707,11.5079935216
Brazil,Alagoas,Ouro Branco,-9.13947706,-37.36453825,13.5030775139
Brazil,Alagoas,Pão de Açúcar,-9.67614822,-37.4843941,27.6710226032
Brazil,Alagoas,Palestina,-9.6917927,-37.30662272,8.8952958914
Brazil,Alagoas,Palmeira dos índios,-9.41655743,-36.60689175,18.3653623288
Brazil,Alagoas,Pariconha,-9.24204268,-38.04895187,12.0535928222
Brazil,Alagoas,Paripueira,-9.43540473,-35.59422397,9.9262438449
Brazil,Alagoas,Passo de Camaragibe,-9.26940916,-35.47601202,11.3108218132
Brazil,Alagoas,Paulo Jacinto,-9.37948584,-36.40750836,12.7170690427
Brazil,Alagoas,Penedo,-10.2318478,-36.482446,23.0341677461
Brazil,Alagoas,Piaçabuçu,-10.38728888,-36.40049033,12.7673618823
Brazil,Alagoas,Pilar,-9.61326459,-36.00359406,19.5124130448
Brazil,Alagoas,Pindoba,-9.47769989,-36.26866667,9.6405202629
Brazil,Alagoas,Piranhas,-9.52512127,-37.72625237,21.2618821565
Brazil,Alagoas,Poço das Trincheiras,-9.30109539,-37.33720446,24.8215620638
